   227.000,   155.000,   875.000,     1.511,     0.938
   209.000,   151.000,   878.000,     1.510,     0.943
   211.000,   132.000,   890.000,     1.506,     0.946
   208.000,   131.000,   907.000,     1.513,     0.947
   196.000,   124.000,   878.000,     1.517,     0.944
    72.000,    42.000,   701.000,     1.538,     0.951
    38.000,    13.000,    41.000,     1.233,     0.059
    65.000,    38.000,    87.000,     1.306,     0.054
    96.000,    69.000,   137.000,     1.401,     0.057
   127.000,   101.000,   185.000,     1.454,     0.058
   155.000,   132.000,   232.000,     1.455,     0.061
   185.000,   160.000,   285.000,     1.459,     0.069
   211.000,   187.000,   321.000,     1.467,     0.075
   232.000,   209.000,   368.000,     1.457,     0.079
   255.000,   228.000,   417.000,     1.459,     0.102
   263.000,   247.000,   469.000,     1.462,     0.130
   253.000,   237.000,   486.000,     1.452,     0.162
   249.000,   230.000,   526.000,     1.450,     0.203
   254.000,   224.000,   559.000,     1.453,     0.261
   253.000,   243.000,   589.000,     1.456,     0.339
   238.000,   233.000,   608.000,     1.460,     0.398
   214.000,   226.000,   628.000,     1.463,     0.471
   232.000,   218.000,   651.000,     1.468,     0.533
   239.000,   210.000,   662.000,     1.474,     0.607
   210.000,   195.000,   668.000,     1.476,     0.664
   206.000,   183.000,   689.000,     1.481,     0.704
   205.000,   170.000,   711.000,     1.486,     0.744
   202.000,   174.000,   721.000,     1.484,     0.782
   179.000,   176.000,   757.000,     1.480,     0.798
   191.000,   185.000,   778.000,     1.491,     0.834
   201.000,   173.000,   783.000,     1.500,     0.868
   192.000,   153.000,   805.000,     1.501,     0.897
   185.000,   148.000,   819.000,     1.510,     0.923
   184.000,   155.000,   847.000,     1.510,     0.936
   196.000,   153.000,   870.000,     1.508,     0.940
   201.000,   149.000,   876.000,     1.510,     0.953
   204.000,   150.000,   889.000,     1.507,     0.954
   204.000,   148.000,   912.000,     1.510,     0.972
   174.000,   123.000,   899.000,     1.513,     0.968
    63.000,    41.000,   719.000,     1.504,     0.951
    39.000,    10.000,    40.000,     1.176,     0.046
    64.000,    37.000,    86.000,     1.275,     0.044
    94.000,    68.000,   135.000,     1.367,     0.058
   123.000,    98.000,   183.000,     1.415,     0.057
   159.000,   129.000,   233.000,     1.437,     0.060
   180.000,   159.000,   282.000,     1.439,     0.067
   203.000,   176.000,   310.000,     1.431,     0.073
   223.000,   194.000,   353.000,     1.433,     0.081
   238.000,   216.000,   398.000,     1.435,     0.099
   257.000,   233.000,   443.000,     1.439,     0.120
   276.000,   239.000,   495.000,     1.440,     0.145
   255.000,   249.000,   533.000,     1.445,     0.193
   249.000,   251.000,   559.000,     1.453,     0.250
   246.000,   232.000,   583.000,     1.459,     0.332
   254.000,   206.000,   610.000,     1.465,     0.412
   253.000,   209.000,   630.000,     1.469,     0.476
   239.000,   210.000,   653.000,     1.461,     0.534
   211.000,   189.000,   652.000,     1.465,     0.594
   226.000,   200.000,   667.000,     1.474,     0.671
   230.000,   201.000,   693.000,     1.476,     0.713
   222.000,   178.000,   704.000,     1.477,     0.748
   203.000,   167.000,   712.000,     1.483,     0.790
   185.000,   166.000,   731.000,     1.482,     0.812
   196.000,   171.000,   751.000,     1.488,     0.844
   213.000,   165.000,   780.000,     1.496,     0.875
   203.000,   162.000,   791.000,     1.499,     0.893
   214.000,   159.000,   817.000,     1.505,     0.908
   209.000,   153.000,   818.000,     1.503,     0.927
   215.000,   167.000,   854.000,     1.494,     0.927
   219.000,   151.000,   873.000,     1.498,     0.931
   209.000,   155.000,   881.000,     1.496,     0.945
   217.000,   149.000,   890.000,     1.500,     0.946
   182.000,   131.000,   871.000,     1.509,     0.940
    70.000,    52.000,   712.000,     1.511,     0.947
    39.000,    11.000,    43.000,     1.216,     0.051
    66.000,    44.000,    93.000,     1.458,     0.059
    99.000,    73.000,   137.000,     1.470,     0.059
   133.000,   101.000,   185.000,     1.466,     0.069
   153.000,   131.000,   231.000,     1.449,     0.073
   186.000,   163.000,   278.000,     1.442,     0.074
   213.000,   189.000,   324.000,     1.450,     0.080
   247.000,   218.000,   379.000,     1.464,     0.092
   245.000,   245.000,   420.000,     1.466,     0.101
   250.000,   248.000,   458.000,     1.463,     0.140
   259.000,   244.000,   485.000,     1.457,     0.181
   263.000,   251.000,   533.000,     1.461,     0.213
   254.000,   252.000,   570.000,     1.465,     0.274
   248.000,   250.000,   594.000,     1.468,     0.343
   239.000,   229.000,   609.000,     1.466,     0.414
   252.000,   214.000,   625.000,     1.470,     0.496
   236.000,   215.000,   630.000,     1.479,     0.570
   225.000,   201.000,   650.000,     1.484,     0.618
   222.000,   169.000,   660.000,     1.495,     0.677
   216.000,   180.000,   702.000,     1.500,     0.717
   221.000,   187.000,   717.000,     1.501,     0.753
   236.000,   191.000,   730.000,     1.509,     0.796
   219.000,   174.000,   747.000,     1.511,     0.832
   191.000,   173.000,   761.000,     1.506,     0.854
   186.000,   179.000,   778.000,     1.508,     0.875
   194.000,   172.000,   805.000,     1.513,     0.900
   205.000,   171.000,   818.000,     1.511,     0.907
   208.000,   167.000,   841.000,     1.508,     0.914
   226.000,   170.000,   866.000,     1.500,     0.918
   223.000,   154.000,   872.000,     1.499,     0.932
   195.000,   141.000,   876.000,     1.510,     0.951
   210.000,   153.000,   908.000,     1.507,     0.937
   193.000,   143.000,   901.000,     1.512,     0.928
    72.000,    46.000,   708.000,     1.507,     0.923
    40.000,    13.000,    40.000,     1.221,     0.049
    68.000,    41.000,    90.000,     1.378,     0.058
    97.000,    70.000,   139.000,     1.407,     0.062
   130.000,   100.000,   187.000,     1.414,     0.053
   156.000,   131.000,   234.000,     1.430,     0.063
   191.000,   160.000,   275.000,     1.453,     0.077
   216.000,   193.000,   327.000,     1.457,     0.078
   244.000,   222.000,   378.000,     1.461,     0.086
   258.000,   244.000,   432.000,     1.461,     0.102
   272.000,   246.000,   470.000,     1.455,     0.122
   262.000,   238.000,   501.000,     1.459,     0.160
   250.000,   229.000,   531.000,     1.461,     0.217
   257.000,   232.000,   562.000,     1.463,     0.269
   254.000,   229.000,   587.000,     1.466,     0.330
   263.000,   219.000,   618.000,     1.474,     0.387
   260.000,   225.000,   636.000,     1.481,     0.478
   241.000,   220.000,   646.000,     1.491,     0.555
   225.000,   197.000,   657.000,     1.497,     0.620
   202.000,   199.000,   682.000,     1.502,     0.670
   206.000,   188.000,   705.000,     1.506,     0.708
   207.000,   178.000,   711.000,     1.512,     0.756
   211.000,   178.000,   730.000,     1.514,     0.798
   184.000,   157.000,   746.000,     1.517,     0.827
   206.000,   158.000,   762.000,     1.515,     0.854
   185.000,   167.000,   767.000,     1.518,     0.888
   181.000,   167.000,   809.000,     1.523,     0.906
   191.000,   174.000,   822.000,     1.528,     0.917
   210.000,   159.000,   838.000,     1.525,     0.930
   193.000,   157.000,   864.000,     1.522,     0.939
   210.000,   166.000,   881.000,     1.518,     0.954
   206.000,   153.000,   883.000,     1.516,     0.952
   216.000,   150.000,   925.000,     1.520,     0.942
   211.000,   123.000,   890.000,     1.528,     0.951
    81.000,    37.000,   705.000,     1.516,     0.950
    39.000,    11.000,    39.000,     1.263,     0.051
    63.000,    39.000,    87.000,     1.353,     0.042
    96.000,    67.000,   134.000,     1.380,     0.045
   126.000,    99.000,   181.000,     1.429,     0.055
   154.000,   125.000,   233.000,     1.428,     0.058
   180.000,   159.000,   277.000,     1.420,     0.056
   209.000,   190.000,   326.000,     1.440,     0.064
   240.000,   219.000,   377.000,     1.452,     0.074
   263.000,   231.000,   423.000,     1.448,     0.086
   268.000,   251.000,   463.000,     1.440,     0.109
   260.000,   258.000,   501.000,     1.440,     0.142
   261.000,   248.000,   536.000,     1.447,     0.179
   271.000,   246.000,   579.000,     1.457,     0.252
   265.000,   216.000,   598.000,     1.464,     0.337
   243.000,   211.000,   605.000,     1.466,     0.398
   253.000,   220.000,   627.000,     1.471,     0.466
   254.000,   220.000,   661.000,     1.472,     0.541
   233.000,   188.000,   643.000,     1.480,     0.609
   222.000,   194.000,   669.000,     1.486,     0.660
   204.000,   196.000,   680.000,     1.488,     0.708
   207.000,   191.000,   715.000,     1.497,     0.750
   207.000,   177.000,   720.000,     1.504,     0.787
   206.000,   186.000,   758.000,     1.503,     0.817
   218.000,   176.000,   775.000,     1.506,     0.839
   202.000,   189.000,   789.000,     1.514,     0.874
   206.000,   165.000,   801.000,     1.510,     0.903
   207.000,   161.000,   811.000,     1.514,     0.922
   197.000,   166.000,   844.000,     1.520,     0.941
   209.000,   160.000,   872.000,     1.513,     0.951
   202.000,   150.000,   868.000,     1.514,     0.962
   208.000,   160.000,   891.000,     1.519,     0.959
   221.000,   153.000,   912.000,     1.517,     0.956
   170.000,   131.000,   865.000,     1.524,     0.959
    58.000,    40.000,   681.000,     1.521,     0.957
    38.000,     9.000,    38.000,     1.197,     0.058
    66.000,    37.000,    84.000,     1.337,     0.059
    98.000,    67.000,   133.000,     1.386,     0.064
   128.000,    99.000,   189.000,     1.408,     0.060
   149.000,   130.000,   229.000,     1.417,     0.060
   181.000,   155.000,   276.000,     1.419,     0.073
   199.000,   178.000,   314.000,     1.412,     0.075
   226.000,   202.000,   361.000,     1.417,     0.089
   245.000,   234.000,   412.000,     1.415,     0.099
   251.000,   240.000,   445.000,     1.416,     0.104
   257.000,   259.000,   495.000,     1.426,     0.137
   271.000,   256.000,   530.000,     1.433,     0.182
   268.000,   256.000,   565.000,     1.441,     0.246
   252.000,   233.000,   589.000,     1.448,     0.311
   245.000,   228.000,   603.000,     1.447,     0.399
   244.000,   236.000,   618.000,     1.447,     0.479
   244.000,   216.000,   634.000,     1.446,     0.532
   227.000,   199.000,   665.000,     1.457,     0.594
   214.000,   191.000,   677.000,     1.468,     0.660
   218.000,   189.000,   684.000,     1.474,     0.711
   208.000,   183.000,   705.000,     1.482,     0.747
   213.000,   164.000,   730.000,     1.482,     0.773
   206.000,   163.000,   761.000,     1.483,     0.803
   202.000,   160.000,   763.000,     1.495,     0.843
   208.000,   158.000,   785.000,     1.497,     0.872
   201.000,   156.000,   798.000,     1.498,     0.884
   181.000,   173.000,   807.000,     1.498,     0.899
   205.000,   172.000,   844.000,     1.497,     0.909
   210.000,   150.000,   863.000,     1.499,     0.922
   208.000,   160.000,   887.000,     1.488,     0.932
   222.000,   165.000,   884.000,     1.485,     0.933
   213.000,   161.000,   907.000,     1.492,     0.932
   177.000,   130.000,   877.000,     1.492,     0.932
    55.000,    42.000,   693.000,     1.497,     0.933
    40.000,    11.000,    43.000,     1.324,     0.079
    63.000,    35.000,    86.000,     1.346,     0.062
    95.000,    66.000,   133.000,     1.382,     0.058
   127.000,    97.000,   186.000,     1.428,     0.055
   162.000,   134.000,   234.000,     1.432,     0.056
   182.000,   154.000,   275.000,     1.426,     0.062
   210.000,   189.000,   321.000,     1.446,     0.071
   233.000,   212.000,   368.000,     1.452,     0.078
   249.000,   228.000,   412.000,     1.447,     0.095
   252.000,   241.000,   460.000,     1.451,     0.121
   255.000,   258.000,   512.000,     1.464,     0.153
   264.000,   263.000,   543.000,     1.470,     0.204
   264.000,   246.000,   576.000,     1.479,     0.260
   249.000,   245.000,   596.000,     1.482,     0.328
   238.000,   239.000,   613.000,     1.487,     0.401
   248.000,   227.000,   638.000,     1.487,     0.477
   230.000,   202.000,   640.000,     1.486,     0.548
   210.000,   198.000,   666.000,     1.491,     0.609
   229.000,   201.000,   686.000,     1.499,     0.659
   217.000,   185.000,   699.000,     1.510,     0.714
   183.000,   168.000,   709.000,     1.510,     0.754
   194.000,   184.000,   730.000,     1.514,     0.799
   189.000,   179.000,   739.000,     1.520,     0.837
   194.000,   178.000,   766.000,     1.514,     0.852
   191.000,   177.000,   783.000,     1.514,     0.879
   196.000,   171.000,   815.000,     1.519,     0.903
   226.000,   173.000,   842.000,     1.507,     0.901
   238.000,   161.000,   842.000,     1.504,     0.919
   208.000,   155.000,   866.000,     1.515,     0.948
   206.000,   153.000,   866.000,     1.512,     0.943
   185.000,   146.000,   891.000,     1.513,     0.945
   190.000,   140.000,   917.000,     1.519,     0.951
   196.000,   114.000,   890.000,     1.515,     0.946
    70.000,    28.000,   698.000,     1.539,     0.938
    38.000,    10.000,    38.000,     1.148,     0.067
    64.000,    40.000,    87.000,     1.317,     0.069
    91.000,    65.000,   131.000,     1.350,     0.056
   125.000,   100.000,   182.000,     1.426,     0.060
   161.000,   132.000,   234.000,     1.465,     0.066
   179.000,   160.000,   274.000,     1.466,     0.069
   210.000,   191.000,   323.000,     1.466,     0.079
   221.000,   194.000,   359.000,     1.451,     0.085
   243.000,   212.000,   403.000,     1.450,     0.098
   265.000,   240.000,   462.000,     1.451,     0.128
   263.000,   252.000,   501.000,     1.449,     0.161
   257.000,   245.000,   539.000,     1.447,     0.205
   271.000,   244.000,   553.000,     1.445,     0.275
   268.000,   238.000,   587.000,     1.449,     0.343
   249.000,   233.000,   617.000,     1.457,     0.413
   227.000,   229.000,   629.000,     1.459,     0.482
   227.000,   214.000,   637.000,     1.462,     0.541
   227.000,   195.000,   664.000,     1.471,     0.600
   210.000,   195.000,   676.000,     1.477,     0.654
   209.000,   181.000,   688.000,     1.483,     0.707
   201.000,   172.000,   705.000,     1.490,     0.757
   207.000,   182.000,   726.000,     1.493,     0.790
   205.000,   190.000,   750.000,     1.496,     0.820
   220.000,   172.000,   761.000,     1.497,     0.847
   212.000,   172.000,   777.000,     1.497,     0.877
   205.000,   171.000,   803.000,     1.502,     0.897
   189.000,   159.000,   815.000,     1.508,     0.922
   191.000,   163.000,   832.000,     1.499,     0.929
   200.000,   155.000,   859.000,     1.500,     0.929
   204.000,   166.000,   886.000,     1.500,     0.929
   207.000,   145.000,   896.000,     1.498,     0.944
   208.000,   142.000,   909.000,     1.492,     0.954
   171.000,   118.000,   877.000,     1.507,     0.939
    57.000,    42.000,   696.000,     1.521,     0.914
    40.000,    11.000,    40.000,     1.248,     0.059
    69.000,    40.000,    90.000,     1.401,     0.051
   102.000,    72.000,   143.000,     1.482,     0.057
   128.000,   102.000,   190.000,     1.504,     0.060
   158.000,   139.000,   238.000,     1.521,     0.062
   187.000,   167.000,   286.000,     1.528,     0.071
   215.000,   192.000,   322.000,     1.512,     0.073
   235.000,   206.000,   368.000,     1.497,     0.082
   260.000,   227.000,   420.000,     1.496,     0.101
   267.000,   249.000,   467.000,     1.487,     0.120
   274.000,   254.000,   516.000,     1.479,     0.162
   266.000,   252.000,   542.000,     1.478,     0.205
   273.000,   241.000,   587.000,     1.486,     0.255
   272.000,   234.000,   598.000,     1.487,     0.334
   263.000,   237.000,   622.000,     1.486,     0.402
   240.000,   211.000,   622.000,     1.484,     0.491
   225.000,   202.000,   647.000,     1.483,     0.549
   224.000,   204.000,   666.000,     1.486,     0.602
   220.000,   197.000,   671.000,     1.491,     0.660
   220.000,   204.000,   699.000,     1.491,     0.698
   223.000,   199.000,   712.000,     1.501,     0.754
   228.000,   176.000,   728.000,     1.506,     0.794
   210.000,   165.000,   743.000,     1.509,     0.833
   204.000,   172.000,   761.000,     1.511,     0.851
   194.000,   166.000,   778.000,     1.513,     0.882
   209.000,   155.000,   802.000,     1.515,     0.906
   210.000,   175.000,   827.000,     1.517,     0.922
   218.000,   183.000,   852.000,     1.521,     0.938
   207.000,   159.000,   846.000,     1.520,     0.953
   191.000,   163.000,   871.000,     1.522,     0.967
   213.000,   149.000,   903.000,     1.520,     0.971
   213.000,   131.000,   908.000,     1.519,     0.955
   177.000,   122.000,   900.000,     1.529,     0.947
    58.000,    42.000,   715.000,     1.535,     0.957
    37.000,    10.000,    39.000,     1.180,     0.052
    65.000,    39.000,    87.000,     1.359,     0.064
    98.000,    69.000,   137.000,     1.407,     0.056
   128.000,   101.000,   188.000,     1.427,     0.051
   152.000,   127.000,   231.000,     1.421,     0.056
   182.000,   154.000,   278.000,     1.416,     0.063
   213.000,   187.000,   329.000,     1.423,     0.072
   243.000,   216.000,   376.000,     1.432,     0.084
   253.000,   233.000,   420.000,     1.442,     0.105
   246.000,   228.000,   448.000,     1.434,     0.132
   252.000,   222.000,   494.000,     1.438,     0.168
   231.000,   219.000,   517.000,     1.445,     0.233
   239.000,   217.000,   551.000,     1.450,     0.307
   218.000,   200.000,   569.000,     1.455,     0.370
   227.000,   195.000,   608.000,     1.456,     0.432
   245.000,   187.000,   612.000,     1.464,     0.529
   201.000,   186.000,   623.000,     1.473,     0.583
   208.000,   169.000,   650.000,     1.479,     0.635
   205.000,   175.000,   665.000,     1.486,     0.693
   199.000,   181.000,   682.000,     1.494,     0.739
   204.000,   195.000,   706.000,     1.498,     0.781
   186.000,   181.000,   722.000,     1.504,     0.805
   185.000,   157.000,   741.000,     1.510,     0.837
   189.000,   160.000,   764.000,     1.519,     0.868
   195.000,   154.000,   792.000,     1.528,     0.890
   197.000,   163.000,   799.000,     1.519,     0.888
   211.000,   146.000,   824.000,     1.522,     0.900
   204.000,   138.000,   856.000,     1.519,     0.907
   200.000,   122.000,   847.000,     1.510,     0.913
   195.000,   131.000,   868.000,     1.512,     0.917
   202.000,   131.000,   883.000,     1.491,     0.907
   204.000,   139.000,   897.000,     1.474,     0.886
   172.000,   114.000,   872.000,     1.500,     0.881
    59.000,    27.000,   692.000,     1.490,     0.865
    38.000,    10.000,    42.000,     1.145,     0.064
    65.000,    40.000,    87.000,     1.352,     0.051
   103.000,    71.000,   140.000,     1.443,     0.061
   130.000,   104.000,   186.000,     1.459,     0.064
   161.000,   139.000,   238.000,     1.476,     0.065
   196.000,   164.000,   291.000,     1.492,     0.068
   221.000,   194.000,   335.000,     1.498,     0.073
   245.000,   223.000,   386.000,     1.512,     0.083
   259.000,   243.000,   427.000,     1.517,     0.095
   275.000,   245.000,   473.000,     1.515,     0.126
   278.000,   250.000,   518.000,     1.509,     0.169
   261.000,   234.000,   544.000,     1.504,     0.228
   242.000,   246.000,   573.000,     1.503,     0.297
   258.000,   224.000,   604.000,     1.505,     0.366
   226.000,   217.000,   623.000,     1.498,     0.435
   258.000,   216.000,   657.000,     1.495,     0.504
   222.000,   186.000,   630.000,     1.499,     0.566
   202.000,   190.000,   647.000,     1.500,     0.630
   226.000,   197.000,   684.000,     1.495,     0.683
   221.000,   184.000,   700.000,     1.500,     0.716
   211.000,   189.000,   722.000,     1.506,     0.755
   207.000,   175.000,   733.000,     1.510,     0.790
   194.000,   159.000,   730.000,     1.515,     0.834
   204.000,   170.000,   770.000,     1.512,     0.864
   200.000,   165.000,   786.000,     1.511,     0.875
   191.000,   170.000,   803.000,     1.521,     0.905
   188.000,   173.000,   823.000,     1.528,     0.926
   211.000,   166.000,   856.000,     1.527,     0.940
   209.000,   158.000,   868.000,     1.525,     0.941
   197.000,   156.000,   889.000,     1.528,     0.949
   212.000,   146.000,   895.000,     1.529,     0.958
   209.000,   139.000,   925.000,     1.523,     0.960
   172.000,   115.000,   890.000,     1.519,     0.963
    60.000,    35.000,   698.000,     1.538,     1.009
    36.000,     9.000,    37.000,     1.155,     0.073
    61.000,    38.000,    84.000,     1.291,     0.054
    92.000,    65.000,   129.000,     1.379,     0.053
   128.000,    99.000,   188.000,     1.414,     0.055
   154.000,   126.000,   229.000,     1.427,     0.063
   184.000,   156.000,   278.000,     1.422,     0.071
   214.000,   190.000,   328.000,     1.438,     0.072
   235.000,   211.000,   368.000,     1.447,     0.083
   249.000,   222.000,   403.000,     1.442,     0.097
   259.000,   241.000,   450.000,     1.440,     0.128
   268.000,   244.000,   504.000,     1.434,     0.159
   263.000,   249.000,   543.000,     1.432,     0.204
   257.000,   228.000,   568.000,     1.433,     0.246
   242.000,   219.000,   577.000,     1.438,     0.320
   252.000,   230.000,   607.000,     1.445,     0.416
   237.000,   222.000,   625.000,     1.451,     0.492
   216.000,   214.000,   637.000,     1.450,     0.543
   231.000,   202.000,   645.000,     1.454,     0.605
   231.000,   196.000,   666.000,     1.465,     0.667
   220.000,   183.000,   701.000,     1.473,     0.714
   214.000,   172.000,   695.000,     1.477,     0.757
   201.000,   179.000,   728.000,     1.480,     0.788
   187.000,   169.000,   734.000,     1.484,     0.817
   191.000,   168.000,   756.000,     1.493,     0.840
   193.000,   154.000,   790.000,     1.498,     0.869
   183.000,   149.000,   805.000,     1.501,     0.889
   197.000,   175.000,   821.000,     1.502,     0.914
   208.000,   170.000,   838.000,     1.500,     0.928
   218.000,   151.000,   848.000,     1.509,     0.952
   222.000,   133.000,   873.000,     1.502,     0.947
   228.000,   135.000,   889.000,     1.493,     0.940
   207.000,   129.000,   903.000,     1.495,     0.943
   178.000,   112.000,   858.000,     1.494,     0.935
    50.000,    33.000,   682.000,     1.478,     0.918
    40.000,    10.000,    40.000,     1.259,     0.073
    67.000,    40.000,    88.000,     1.360,     0.064
   100.000,    70.000,   142.000,     1.414,     0.060
   125.000,    97.000,   183.000,     1.444,     0.067
   157.000,   131.000,   233.000,     1.473,     0.071
   193.000,   170.000,   282.000,     1.481,     0.070
   225.000,   205.000,   337.000,     1.498,     0.072
   258.000,   232.000,   392.000,     1.497,     0.077
   261.000,   247.000,   427.000,     1.491,     0.090
   276.000,   255.000,   469.000,     1.485,     0.111
   271.000,   267.000,   509.000,     1.482,     0.143
   272.000,   261.000,   538.000,     1.483,     0.186
   268.000,   244.000,   588.000,     1.486,     0.248
   246.000,   229.000,   591.000,     1.487,     0.314
   253.000,   247.000,   617.000,     1.489,     0.404
   270.000,   224.000,   649.000,     1.489,     0.475
   246.000,   208.000,   645.000,     1.493,     0.549
   230.000,   207.000,   665.000,     1.499,     0.614
   220.000,   226.000,   687.000,     1.497,     0.660
   227.000,   209.000,   713.000,     1.507,     0.707
   223.000,   195.000,   719.000,     1.522,     0.760
   214.000,   163.000,   737.000,     1.528,     0.804
   198.000,   167.000,   752.000,     1.539,     0.841
   197.000,   185.000,   766.000,     1.533,     0.859
   197.000,   170.000,   793.000,     1.525,     0.881
   203.000,   171.000,   814.000,     1.528,     0.908
   206.000,   173.000,   824.000,     1.528,     0.926
   200.000,   147.000,   841.000,     1.531,     0.941
   208.000,   143.000,   860.000,     1.527,     0.946
   197.000,   153.000,   871.000,     1.528,     0.957
   178.000,   160.000,   886.000,     1.528,     0.955
   200.000,   144.000,   917.000,     1.524,     0.947
   166.000,   117.000,   891.000,     1.525,     0.933
    57.000,    52.000,   709.000,     1.520,     0.916
    39.000,    11.000,    40.000,     1.144,     0.062
    66.000,    40.000,    90.000,     1.364,     0.064
    96.000,    69.000,   135.000,     1.419,     0.058
   124.000,   101.000,   183.000,     1.456,     0.054
   161.000,   134.000,   239.000,     1.493,     0.060
   193.000,   172.000,   292.000,     1.504,     0.071
   221.000,   198.000,   339.000,     1.489,     0.075
   235.000,   222.000,   376.000,     1.479,     0.081
   260.000,   236.000,   421.000,     1.475,     0.102
   265.000,   251.000,   462.000,     1.476,     0.129
   271.000,   262.000,   510.000,     1.467,     0.169
   250.000,   268.000,   529.000,     1.466,     0.219
   254.000,   245.000,   562.000,     1.468,     0.274
   245.000,   223.000,   587.000,     1.474,     0.324
   246.000,   230.000,   624.000,     1.476,     0.381
